305;22;Edirne;Edirne;Arda Vergi Dairesi Müdürlüğü
306;22;Edirne;Edirne;Kırkpınar Vergi Dairesi Müdürlüğü
307;22;Edirne;Keşan;Keşan Vergi Dairesi Müdürlüğü
308;22;Edirne;Uzunköprü;Uzunköprü Vergi Dairesi Müdürlüğü
309;22;Edirne;Havsa;Havsa Vergi Dairesi Müdürlüğü
310;22;Edirne;İpsala;İpsala Vergi Dairesi Müdürlüğü
311;22;Edirne;Enez;Enez Malmüdürlüğü
312;22;Edirne;Lalapaşa;Lalapaşa Malmüdürlüğü
313;22;Edirne;Meriç;Meriç Malmüdürlüğü
314;22;Edirne;Süloğlu;Süloğlu Malmüdürlüğü
315;23;ELAZIĞ;Harput;Harput Vergi Dairesi Müdürlüğü
316;23;ELAZIĞ;Hazar;Hazar Vergi Dairesi Müdürlüğü
317;23;ELAZIĞ;Ağın;Ağın Malmüdürlüğü
318;23;ELAZIĞ;Baskil;Baskil Malmüdürlüğü
319;23;ELAZIĞ;Karakoçan;Karakoçan Malmüdürlüğü
320;23;ELAZIĞ;Keban;Keban Malmüdürlüğü
321;23;ELAZIĞ;Maden;Maden Malmüdürlüğü
322;23;ELAZIĞ;Palu;Palu Malmüdürlüğü
323;23;ELAZIĞ;Sivrice;Sivrice Malmüdürlüğü
324;23;ELAZIĞ;Arıcak;Arıcak Malmüdürlüğü
325;23;ELAZIĞ;KoVancılar;KoVancılar Malmüdürlüğü
326;23;ELAZIĞ;Alacakaya;Alacakaya Malmüdürlüğü
327;24;Erzincan;Erzincan;Fevzipaşa Vergi Dairesi Müdürlüğü
328;24;Erzincan;Çayırlı;Çayırlı Malmüdürlüğü
329;24;Erzincan;İliç;İliç Malmüdürlüğü
330;24;Erzincan;Kemah;Kemah Malmüdürlüğü
331;24;Erzincan;Kemaliye;Kemaliye Malmüdürlüğü
332;24;Erzincan;Refahiye;Refahiye Malmüdürlüğü
333;24;Erzincan;Tercan;Tercan Malmüdürlüğü
334;24;Erzincan;Üzümlü;Üzümlü Malmüdürlüğü
335;24;Erzincan;Otlukbeli;Otlukbeli Malmüdürlüğü
336;25;ERZURUM;Yakutiye;Aziziye Vergi Dairesi Müdürlüğü
337;25;ERZURUM;Yakutiye;Kazımkarabekir Vergi Dairesi Müdürlüğü
338;25;ERZURUM;Aşkale;Aşkale Malmüdürlüğü
339;25;ERZURUM;Çat;Çat Malmüdürlüğü
340;25;ERZURUM;Hınıs;Hınıs Malmüdürlüğü
341;25;ERZURUM;Horasan;Horasan Malmüdürlüğü
342;25;ERZURUM;İspir;İspir Malmüdürlüğü
343;25;ERZURUM;Karayazı;Karayazı Malmüdürlüğü
344;25;ERZURUM;Narman;Narman Malmüdürlüğü
345;25;ERZURUM;Oltu;Oltu Malmüdürlüğü
346;25;ERZURUM;Olur;Olur Malmüdürlüğü
347;25;ERZURUM;Pasinler;Pasinler Malmüdürlüğü
348;25;ERZURUM;Şenkaya;Şenkaya Malmüdürlüğü
349;25;ERZURUM;Tekman;Tekman Malmüdürlüğü
350;25;ERZURUM;Tortum;Tortum Malmüdürlüğü
351;25;ERZURUM;Karaçoban;Karaçoban Malmüdürlüğü
